actual,proposed
0.0,37.599632263183594
0.0,37.764957427978516
0.0,37.8791618347168
0.0,37.98897933959961
0.0,38.13932800292969
0.0,38.290340423583984
0.0,38.29481506347656
0.0,38.20958709716797
0.0,37.82847213745117
0.0,37.626895904541016
0.0,37.3883056640625
0.0,37.158897399902344
0.0,36.638397216796875
0.0,36.348304748535156
0.0,36.069366455078125
0.0,35.80115509033203
0.0,35.498497009277344
0.0,34.884613037109375
0.0,34.527687072753906
0.0,33.85448455810547
0.0,33.492408752441406
0.0,33.0994987487793
0.0,32.76646423339844
0.0,32.44623947143555
0.0,31.752737045288086
0.0,31.381973266601562
0.0,30.935943603515625
0.0,30.462308883666992
0.0,29.962127685546875
0.0,29.436420440673828
0.0,28.930931091308594
0.0,28.44488525390625
0.0,27.932769775390625
0.0,27.395587921142578
0.0,26.879066467285156
0.0,26.337648391723633
0.0,25.727529525756836
0.0,25.14087677001953
0.0,24.532024383544922
0.0,24.036113739013672
0.0,23.60403823852539
0.0,23.143817901611328
0.0,22.7012996673584
0.0,22.275800704956055
0.0,21.866666793823242
0.0,21.51803207397461
0.0,21.18280792236328
0.0,20.815711975097656
0.0,20.41797637939453
0.0,20.035537719726562
0.0,18.540241241455078
0.0,17.670042037963867
0.0,17.30376625061035
0.0,16.996339797973633
0.0,16.70073890686035
0.0,16.506031036376953
0.0,16.274051666259766
0.0,15.836517333984375
0.0,15.585525512695312
0.0,15.299423217773438
0.0,15.069087982177734
0.0,14.668558120727539
0.0,13.649711608886719
0.0,13.035196304321289
0.0,12.310028076171875
0.0,11.657515525817871
0.0,11.119622230529785
0.0,10.6024169921875
0.0,9.970818519592285
0.0,9.2739839553833
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,8.74588680267334
0.0,10.89579963684082
0.0,11.998671531677246
0.0,13.059125900268555
0.0,14.168316841125488
0.0,15.279609680175781
0.0,16.43768882751465
0.0,17.6407527923584
0.0,18.887067794799805
0.0,21.325542449951172
0.0,23.66785430908203
0.0,24.77188491821289
0.0,26.766386032104492
0.0,27.661714553833008
0.0,28.52260971069336
0.0,29.350391387939453
0.0,30.14633560180664
0.0,30.956430435180664
0.0,31.735368728637695
0.0,32.529109954833984
0.0,33.29232406616211
0.0,33.98141860961914
0.0,34.68877410888672
0.0,35.41368865966797
0.0,36.1107177734375
0.0,36.87046813964844
0.0,38.34819030761719
0.0,39.06664276123047
0.0,39.712703704833984
0.0,40.28915023803711
0.0,41.333343505859375
0.0,42.34180450439453
0.0,42.906654357910156
0.0,43.494544982910156
0.0,44.338233947753906
0.0,45.032188415527344
0.0,45.26974868774414
0.0,45.45341110229492
0.0,45.630008697509766
0.0,45.84457778930664
0.0,46.00613021850586
0.0,46.07194519042969
0.0,46.135231018066406
0.0,46.196083068847656
0.0,46.12030029296875
0.0,46.04743576049805
0.0,45.79832077026367
0.0,45.5140266418457
0.0,45.15113830566406
0.0,44.80220413208008
0.0,44.46669387817383
0.0,44.09932327270508
0.0,43.74608612060547
0.0,43.36166763305664
0.0,42.992034912109375
0.0,42.68138122558594
0.0,42.3826789855957
0.0,42.050697326660156
0.0,41.73148727416992
0.0,41.200740814208984
0.0,40.690406799316406
0.0,40.11017608642578
0.0,39.283687591552734
0.0,38.48898696899414
0.0,37.41150665283203
0.0,36.241180419921875
0.0,35.115867614746094
0.0,33.8995475769043
0.0,32.461429595947266
0.0,31.03386116027832
0.0,29.52691078186035
0.0,28.077919006347656
0.0,26.416080474853516
0.0,24.773395538330078
0.0,23.059602737426758
0.0,21.366962432861328
0.0,17.909345626831055
0.0,16.23573875427246
0.0,13.034396171569824
0.0,11.413999557495117
0.0,9.855925559997559
0.0,8.402542114257812
0.0,5.7491278648376465
0.0,4.587984085083008
0.0,3.516263961791992
0.0,2.4857633113861084
0.0,1.718711495399475
0.0,0.9811616539955139
0.0,0.4957968294620514
0.0,0.029099881649017334
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.07737357914447784
0.0,0.4772658050060272
0.0,1.085591435432434
0.0,4.090809345245361
0.0,5.231594562530518
0.0,6.507557392120361
0.0,9.618297576904297
0.0,12.66995906829834
0.0,14.331276893615723
0.0,15.92869758605957
0.0,17.464679718017578
0.0,18.94158363342285
0.0,20.361684799194336
0.0,21.682403564453125
0.0,22.818035125732422
0.0,23.865222930908203
0.0,24.872135162353516
0.0,25.795557022094727
0.0,26.549177169799805
0.0,27.229045867919922
0.0,28.556108474731445
0.0,29.114025115966797
0.0,29.650484085083008
0.0,30.121543884277344
0.0,30.57448959350586
0.0,32.0898323059082
0.0,32.829803466796875
0.0,33.26811218261719
0.0,33.68955993652344
0.0,34.22909164428711
0.0,34.74787139892578
0.0,35.24669647216797
0.0,35.72633743286133
0.0,36.187530517578125
0.0,36.675743103027344
0.0,37.145179748535156
0.0,37.641326904296875
0.0,38.07362365722656
0.0,38.44453811645508
0.0,38.80118179321289
0.0,39.14411163330078
0.0,39.473854064941406
0.0,39.70138168334961
0.0,39.83063507080078
0.0,39.865394592285156
0.0,39.8988151550293
0.0,39.79665756225586
0.0,39.69843292236328
0.0,39.51445770263672
0.0,39.2480354309082
0.0,38.70077133178711
0.0,38.46564483642578
0.0,38.239559173583984
0.0,37.93264389038086
0.0,37.637535095214844
0.0,37.35377502441406
0.0,37.080928802490234
0.0,36.81857681274414
0.0,36.387264251708984
0.0,35.88301086425781
0.0,35.2191047668457
0.0,33.3522834777832
0.0,32.33808135986328
0.0,29.89320945739746
0.0,27.240249633789062
0.0,25.923969268798828
0.0,24.479265213012695
0.0,22.95583724975586
0.0,21.401473999023438
0.0,19.817373275756836
0.0,18.249433517456055
0.0,16.60750961303711
0.0,14.98397159576416
0.0,9.951624870300293
0.0,8.270746231079102
0.0,6.609753608703613
0.0,3.4339218139648438
0.0,1.9589604139328003
0.0,0.5407284498214722
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.7102000713348389
0.0,3.204664945602417
0.0,4.692873477935791
0.0,7.5893025398254395
0.0,9.04316234588623
0.0,10.485867500305176
0.0,11.962606430053711
0.0,13.472075462341309
0.0,14.968252182006836
0.0,16.406883239746094
0.0,17.834945678710938
0.0,19.252845764160156
0.0,21.839336395263672
0.0,23.103221893310547
0.0,26.652006149291992
0.0,27.686023712158203
0.0,28.725038528442383
0.0,29.679325103759766
0.0,30.641672134399414
0.0,32.325904846191406
0.0,33.14169692993164
0.0,33.92611312866211
0.0,34.63559341430664
0.0,35.362552642822266
0.0,36.016788482666016
0.0,36.69062423706055
0.0,37.29377746582031
0.0,37.78420639038086
0.0,38.255775451660156
0.0,38.792259216308594
0.0,39.00123977661133
0.0,39.1126594543457
0.0,39.30931854248047
0.0,39.45364761352539
0.0,39.592430114746094
0.0,39.591583251953125
0.0,39.6802978515625
0.0,39.810359954833984
0.0,39.84589767456055
0.0,39.835304260253906
0.0,39.82511901855469
0.0,39.77056121826172
0.0,39.718101501464844
0.0,39.667659759521484
0.0,39.574398040771484
0.0,39.43995666503906
0.0,38.84987258911133
0.0,38.33264923095703
0.0,37.97739028930664
0.0,37.59103012084961
0.0,37.2642936706543
0.0,36.90536117553711
0.0,36.56023406982422
0.0,35.86452865600586
0.0,35.46990966796875
0.0,35.04570770263672
0.0,33.80487060546875
0.0,33.17613220214844
0.0,32.4820442199707
0.0,31.54607582092285
0.0,30.646106719970703
0.0,28.594017028808594
0.0,27.44948387145996
0.0,26.214683532714844
0.0,24.937849044799805
0.0,23.620595932006836
0.0,22.264484405517578
0.0,19.396825790405273
0.0,14.523962020874023
0.0,12.891037940979004
0.0,11.320919036865234
0.0,9.811189651489258
0.0,8.314762115478516
0.0,5.580165386199951
0.0,4.291233539581299
0.0,3.0518763065338135
0.0,1.8154230117797852
0.0,0.6712890863418579
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.8411582112312317
0.0,1.8383523225784302
0.0,2.841956377029419
0.0,3.941250801086426
0.0,5.087788105010986
0.0,6.234991073608398
0.0,7.427598476409912
0.0,9.809536933898926
0.0,10.95418930053711
0.0,12.099578857421875
0.0,13.200916290283203
0.0,15.278141021728516
0.0,16.212461471557617
0.0,17.066083908081055
0.0,17.931636810302734
0.0,18.853424072265625
0.0,19.605470657348633
0.0,20.239065170288086
0.0,20.803525924682617
0.0,21.346277236938477
0.0,21.868154525756836
0.0,22.369958877563477
0.0,22.852462768554688
0.0,23.316410064697266
0.0,23.76251220703125
0.0,24.191457748413086
0.0,24.60390281677246
0.0,25.045249938964844
0.0,25.469621658325195
0.0,25.788145065307617
0.0,26.049657821655273
0.0,26.166820526123047
0.0,26.34476089477539
0.0,26.405811309814453
0.0,26.330224990844727
0.0,26.212783813476562
0.0,26.055095672607422
0.0,25.813945770263672
0.0,25.537311553955078
0.0,25.271316528320312
0.0,24.970787048339844
0.0,24.22663116455078
0.0,23.74246597290039
0.0,23.232162475585938
0.0,22.786245346069336
0.0,22.447006225585938
0.0,22.120813369750977
0.0,21.62811851501465
0.0,21.020082473754883
0.0,20.34590721130371
0.0,19.65289878845215
0.0,18.98654556274414
0.0,18.301057815551758
0.0,17.597171783447266
0.0,16.0492000579834
0.0,15.208108901977539
0.0,14.309840202331543
0.0,12.39525032043457
0.0,11.336591720581055
0.0,10.273886680603027
0.0,9.252055168151855
0.0,8.224761962890625
0.0,7.192215442657471
0.0,6.199382781982422
0.0,5.199975967407227
0.0,4.239007949829102
0.0,3.315000295639038
0.0,2.381767988204956
0.0,1.3053748607635498
0.0,0.2256218045949936
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0023784295190125704
0.0,1.2108875513076782
0.0,2.4176790714263916
0.0,3.66757869720459
0.0,5.003695964813232
0.0,6.377951145172119
0.0,7.788873672485352
0.0,9.23505687713623
0.0,10.670381546020508
0.0,12.050501823425293
0.0,13.422303199768066
0.0,14.786103248596191
0.0,16.1422119140625
0.0,17.490928649902344
0.0,18.83253288269043
0.0,20.167301177978516
0.0,21.495494842529297
0.0,22.727842330932617
0.0,23.912790298461914
0.0,25.096927642822266
0.0,26.325044631958008
0.0,27.5954532623291
184.16587829589844,28.817001342773438
0.0,30.125856399536133
0.0,31.33960723876953
0.0,32.461910247802734
0.0,33.585811614990234
0.0,34.66648864746094
0.0,35.70560073852539
0.0,36.70474624633789
0.0,37.665462493896484
0.0,38.589229583740234
0.0,39.387935638427734
0.0,40.06639862060547
0.0,40.674007415771484
0.0,41.25824737548828
0.0,41.82001495361328
0.0,42.36017608642578
0.0,42.87956237792969
0.0,43.378971099853516
0.0,43.81441116333008
0.0,44.18833541870117
0.0,44.59264373779297
0.0,44.98140335083008
0.0,45.35520935058594
0.0,45.8936882019043
0.0,46.41145706176758
184.16580200195312,47.34325408935547
187.57603454589844,47.93955993652344
0.0,48.55769348144531
0.0,49.06252670288086
0.0,49.50318145751953
0.0,49.88212203979492
0.0,50.29125213623047
0.0,50.72941207885742
0.0,51.150718688964844
0.0,51.51105499267578
0.0,51.81277084350586
0.0,52.147647857666016
0.0,52.42488098144531
0.0,52.64668655395508
0.0,52.85995864868164
0.0,53.172691345214844
0.0,53.231449127197266
0.0,53.24318313598633
0.0,53.20969772338867
0.0,53.17750549316406
0.0,53.05702209472656
0.0,52.85165023803711
0.0,52.609413146972656
0.0,52.331729888916016
0.0,52.10948944091797
0.0,51.46995162963867
0.0,51.101802825927734
0.0,50.31964111328125
0.0,49.50868225097656
0.0,49.12644577026367
0.0,48.803672790527344
0.0,48.49331283569336
0.0,48.15012741088867
0.0,47.63541030883789
0.0,47.20256423950195
0.0,46.95378875732422
0.0,46.66981506347656
0.0,46.39676284790039
0.0,46.134212493896484
0.0,45.836997985839844
0.0,45.55121612548828
0.0,45.276424407958984
0.0,44.967437744140625
0.0,44.580806732177734
0.0,44.209049224853516
0.0,43.332271575927734
0.0,42.87424850463867
0.0,42.478599548339844
0.0,42.09817123413086
0.0,41.73237609863281
0.0,41.38064956665039
0.0,40.99768829345703
0.0,40.629451751708984
0.0,39.47837829589844
0.0,39.07905197143555
0.0,38.65032196044922
0.0,37.88645935058594
0.0,37.548362731933594
0.0,37.2232666015625
0.0,36.955440521240234
0.0,36.742679595947266
0.0,36.582862854003906
0.0,36.42919158935547
0.0,36.1919059753418
0.0,35.963748931884766
0.0,35.744361877441406
0.0,35.533416748046875
0.0,35.33058547973633
0.0,35.03754806518555
0.0,34.988075256347656
0.0,34.94050216674805
0.0,34.85000228881836
0.0,34.76298141479492
0.0,34.76883316040039
0.0,34.819217681884766
0.0,34.822906494140625
0.0,34.82645034790039
0.0,34.82986068725586
0.0,34.83313751220703
0.0,34.88105010986328
0.0,34.9271240234375
0.0,35.01618576049805
0.0,35.012298583984375
0.0,34.96379470825195
0.0,34.96011734008789
0.0,34.91362380981445
0.0,34.77939224243164
0.0,34.605560302734375
0.0,34.43841552734375
0.0,34.27769470214844
0.0,34.07839584350586
0.0,33.88676452636719
0.0,33.65773391723633
0.0,33.18100357055664
0.0,32.88959884643555
0.0,32.56463623046875
0.0,32.16264724731445
0.0,31.731355667114258
0.0,31.406177520751953
0.0,31.093507766723633
0.0,30.792863845825195
0.0,30.503782272338867
0.0,30.27058219909668
0.0,30.04635238647461
0.0,29.87550926208496
0.0,29.666475296020508
0.0,29.465478897094727
0.0,29.272214889526367
0.0,29.131147384643555
0.0,28.99550437927246
0.0,28.820316314697266
0.0,28.651865005493164
0.0,28.579418182373047
0.0,28.554519653320312
0.0,28.53057861328125
0.0,28.41803550720215
0.0,28.265056610107422
0.0,28.1627254486084
0.0,27.881914138793945
0.0,27.749555587768555
0.0,27.667051315307617
0.0,27.511442184448242
0.0,27.438095092773438
0.0,27.412330627441406
0.0,27.387556076049805
0.0,27.208269119262695
0.0,27.191343307495117
0.0,27.17506980895996
0.0,27.159420013427734
0.0,27.010086059570312
0.0,26.866497039794922
0.0,26.683666229248047
0.0,26.294065475463867
0.0,26.08848762512207
0.0,25.890817642211914
0.0,25.700748443603516
0.0,25.342262268066406
0.0,24.899362564086914
0.0,24.83695411682129
0.0,24.7321834564209
0.0,24.631441116333008
0.0,24.489810943603516
0.0,24.353626251220703
0.0,24.222681045532227
0.0,24.14153480529785
0.0,24.018747329711914
0.0,23.565065383911133
0.0,23.016489028930664
0.0,22.713157653808594
0.0,22.421493530273438
0.0,22.0515193939209
0.0,21.695775985717773
0.0,21.39847755432129
0.0,21.112613677978516
0.0,20.573448181152344
0.0,20.319316864013672
0.0,20.07495880126953
0.0,19.352083206176758
0.0,19.100162506103516
0.0,18.857933044433594
0.0,18.625019073486328
0.0,18.401063919067383
0.0,18.230485916137695
0.0,18.06646728515625
0.0,17.90875816345215
0.0,17.75711441040039
0.0,17.52177619934082
0.0,17.295490264892578
0.0,16.780893325805664
0.0,16.448816299438477
0.0,15.995220184326172
0.0,15.603833198547363
0.0,15.272263526916504
0.0,14.953445434570312
0.0,14.646890640258789
0.0,14.28907299041748
0.0,14.142361640930176
0.0,13.777844429016113
0.0,13.561267852783203
0.0,13.308258056640625
0.0,13.109743118286133
0.0,12.918863296508789
0.0,12.603609085083008
0.0,12.476960182189941
0.0,12.399945259094238
0.0,12.281128883361816
0.0,12.032591819763184
0.0,11.838376998901367
0.0,11.651632308959961
0.0,11.47206974029541
0.0,11.254650115966797
0.0,11.000829696655273
0.0,10.479061126708984
0.0,10.210310935974121
0.0,9.570854187011719
0.0,9.202744483947754
0.0,8.84879207611084
0.0,8.463690757751465
0.0,8.093400955200195
0.0,7.782115936279297
0.0,7.482803821563721
0.0,7.195003509521484
0.0,6.918272972106934
0.0,6.308526515960693
0.0,5.9763641357421875
0.0,5.612213134765625
0.0,5.262068271636963
0.0,4.4243364334106445
0.0,3.9855921268463135
0.0,3.5189592838287354
0.0,3.0702736377716064
0.0,2.638845205307007
0.0,2.2687735557556152
0.0,1.957699179649353
0.0,1.6138255596160889
0.0,1.2831778526306152
0.0,0.9204838275909424
0.0,0.3689775764942169
0.0,0.17573575675487518
0.0,0.03468603268265724
0.0,0.16764260828495026
0.0,0.4184113144874573
0.0,0.4023185670375824
0.0,0.38684478402137756
0.0,0.4167296886444092
0.0,0.44546517729759216
0.0,0.47309544682502747
0.0,0.5891901254653931
0.0,0.8081556558609009
0.0,0.9561231136322021
0.0,1.1879266500473022
0.0,1.500341773033142
0.0,1.8902641534805298
0.0,2.309952974319458
0.0,2.8030271530151367
0.0,3.366663932800293
0.0,4.605340003967285
0.0,5.189180374145508
0.0,5.750565052032471
0.0,6.290358543395996
0.0,6.809390544891357
0.0,7.308459758758545
0.0,7.833097457885742
0.0,8.337556838989258
0.0,9.113411903381348
0.0,9.479104995727539
0.0,9.830733299255371
0.0,10.168837547302246
0.0,10.449173927307129
0.0,11.065720558166504
0.0,11.490612030029297
0.0,11.899161338806152
0.0,12.426287651062012
0.0,13.022663116455078
0.0,13.685628890991211
0.0,14.412622451782227
0.0,15.156414985656738
0.0,16.779651641845703
0.0,18.23394012451172
0.0,18.785999298095703
0.0,20.101015090942383
0.0,20.5364990234375
0.0,20.776180267333984
0.0,20.9171199798584
0.0,21.00787353515625
0.0,21.139902114868164
0.0,21.311614990234375
0.0,21.566247940063477
0.0,21.855850219726562
0.0,22.1790771484375
0.0,22.534637451171875
0.0,22.87652015686035
0.0,23.43354034423828
0.0,23.7408504486084
0.0,24.081106185913086
0.0,24.408273696899414
0.0,24.722856521606445
0.0,24.980579376220703
0.0,25.183624267578125
0.0,25.42362403869629
0.0,25.609628677368164
0.0,25.788480758666992
0.0,26.005216598510742
0.0,26.21361541748047
0.0,26.41400146484375
0.0,26.51715087890625
0.0,26.52680778503418
0.0,26.491331100463867
0.0,26.367694854736328
0.0,26.248811721801758
0.0,26.179264068603516
0.0,26.00333023071289
0.0,25.94322395324707
0.0,25.840667724609375
0.0,25.426860809326172
0.0,24.562213897705078
0.0,24.10990333557129
0.0,23.63022804260254
0.0,23.12424087524414
0.0,22.59295082092285
0.0,22.082096099853516
0.0,21.546125411987305
0.0,20.053726196289062
0.0,19.506244659423828
0.0,18.16374397277832
0.0,17.375612258911133
0.0,14.925063133239746
0.0,14.127208709716797
0.0,13.360040664672852
0.0,12.398564338684082
0.0,10.58513069152832
0.0,9.394010543823242
0.0,8.898411750793457
0.0,7.96366548538208
0.0,7.142481803894043
0.0,6.733480453491211
0.0,5.917304992675781
0.0,5.030139923095703
0.0,4.523332118988037
0.0,4.036016464233398
0.0,3.567444324493408
0.0,1.8795485496520996
0.0,1.3596304655075073
0.0,0.46681344509124756
0.0,0.045990943908691406
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.1327187716960907
0.0,1.3362147808074951
0.0,2.493422508239746
0.0,3.650885581970215
0.0,4.719067573547363
0.0,5.7461652755737305
0.0,6.778522968292236
0.0,7.771174907684326
0.0,8.68088436126709
0.0,9.51084041595459
